created_at,default_profile,default_profile_image,description,favourites_count,followers_count,friends_count,id,lang,location,profile_background_image_url,profile_image_url,screen_name,statuses_count,verified,average_tweets_per_day,account_age_days
2012-07-16 13:25:19+00:00,TRUE,TRUE,,376,37,622,636969416,es,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,eduardo orta,14843,False,3.812740816850758,3893
